Web.ID,Region.of.Incident,Reported.Date,Reported.Year,Reported.Month,Number.Dead,Minimum.Estimated.Number.of.Missing,Total.Dead.and.Missing,Number.of.Survivors,Number.of.Females,Number.of.Males,Number.of.Children,Cause.of.Death,Land.or.Sea,Location.Description,Information.Source,Location.Coordinates,Migration.Route,URL,UNSD.Geographical.Grouping,Source.Quality,Cause.of.Death.Brief,Year.Month,Month.Year
42875,Mediterranean,2016-10-04,2016,Oct,28,0,28,,,,,Asphyxiation,sea,Unspecified waters between Libya and Italy,"IOM Italy, Reuters","34.253371600000, 14.498815300000",Central Mediterranean,http://reut.rs/2duAno1,Uncategorized,4,Suffocation,2016-10,10/16
42754,Mediterranean,2016-10-25,2016,Oct,29,0,29,107,,,,Asphyxiation,sea,25 nautical miles from the Libyan coast,Al Jazeera,"30.880495400000, 16.351669700000",Central Mediterranean,http://bit.ly/2fi9dUk,Uncategorized,1,Suffocation,2016-10,10/16
42990,Mediterranean,2016-10-21,2016,Oct,3,0,3,,,,,"Asphyxiation, Drowning",sea,Unspecified location between Libya and Italy,UNHCR,"34.253371600000, 14.498815300000",Central Mediterranean,"",Uncategorized,4,Suffocation,2016-10,10/16
42994,Mediterranean,2016-10-22,2016,Oct,0,30,30,,2,,1,"Asphyxiation, Drowning",sea,Unspecified location between Libya and Italy,UNHCR,"34.253371600000, 14.498815300000",Central Mediterranean,"",Uncategorized,4,Suffocation,2016-10,10/16
42493,Mediterranean,2016-03-17,2016,Mar,4,0,4,187,,,,Burned,sea,"near the coast of Sabantha, 65km west of Triopli",Xinhua,"32.800530200000, 12.517970700000",Central Mediterranean,http://bit.ly/1UmcCPJ,Uncategorized,1,Burned,2016-03,03/16
30872,Mediterranean,2017-03-20,2017,Mar,10,0,10,,1,9,,Burned,sea,"Unspecified location off the coast of Az Zawiyah, Libya",IOM Libya,"32.785733400000, 12.703041200000",Central Mediterranean,"",Uncategorized,4,Burned,2017-03,03/17
40285,Mediterranean,2015-05-30,2015,May,17,8,25,454,,,,"Burned, Drowning",sea,Central Med,IOM Italy,"35.050314391584, 18.113846750000",Central Mediterranean,"",Uncategorized,4,Burned,2015-05,05/15
30918,Mediterranean,2017-04-18,2017,Apr,4,0,4,,,,,Crushed,sea,Unspecified location between North Africa and Italy,IOM Italy,"35.099139200000, 13.048850200000",Central Mediterranean,"",Uncategorized,4,Suffocation,2017-04,04/17
44596,Mediterranean,2017-10-01,2017,Oct,3,0,3,,,2,1,Crushed,sea,"Unspecified location between Sabratha, Libya and Italy",UNHCR Italy,"33.175092581861, 12.476987920312",Central Mediterranean,"",Uncategorized,4,Suffocation,2017-10,10/17
39414,Mediterranean,2014-06-29,2014,Jun,45,0,45,566,,45,,"Crushed, Asphyxiation",sea,Unspecified location between North Africa and Italy. Survivors taken to Pozzallo,Oman Daily Observer,"36.222841000000, 14.688719000000",Central Mediterranean,http://bit.ly/1s1NEnD,Uncategorized,1,Suffocation,2014-06,06/14
30969,Mediterranean,2017-05-15,2017,May,7,13,20,484,2,5,,"Crushed, Drowning",sea,"Unspecified location in the Channel of Sicily, off the coast of Italy",IOM Italy,"35.205060848507, 13.302815447500",Central Mediterranean,http://bit.ly/2qinvZX,Uncategorized,4,Drowning,2017-05,05/17
40288,Mediterranean,2015-04-21,2015,Apr,1,0,1,,,1,,"Crushed, Vehicle Accident",sea,"under bus on ferry from Igoumenitsa, Greece to Bari, Italy",The Local.it,"41.150241784105, 17.421187906250",Central Mediterranean,http://bit.ly/1XZhNnY,Uncategorized,1,Transportation accident,2015-04,04/15
30782,Mediterranean,2017-02-06,2017,Feb,1,0,1,,,1,1,Dehydration,land,"Hospital in Vibo Valentia, Italy",Lametino,"38.675777400000, 16.098348800000",Central Mediterranean,"http://bit.ly/2kQ9Zu3, http://bit.ly/2kTqzZJ",Uncategorized,3,Exposure/Dehydration,2017-02,02/17
42702,Mediterranean,2016-09-20,2016,Sep,1,0,1,14,,,,Dehydration,sea,"Off the coast of Sidi Mechreg, Tunisia",ANSAmed,"37.162570000000, 9.121454400000",Central Mediterranean,http://bit.ly/2cZ1CIS,Uncategorized,1,Exposure/Dehydration,2016-09,09/16
42764,Mediterranean,2016-11-26,2016,Nov,8,0,8,1,,,,Dehydration,sea,Unspecifed location between Libya and Malta,Times of Malta,"34.089237900000, 13.438092000000",Central Mediterranean,http://bit.ly/2fxjEnz,Uncategorized,1,Exposure/Dehydration,2016-11,11/16
30922,Mediterranean,2017-04-18,2017,Apr,28,0,28,,4,,,"Dehydration, Starvation",sea,"Off the coast of Sabratha, Libya",Reuters,"32.791284000000, 12.415264900000",Central Mediterranean,http://reut.rs/2pfuCTr,Uncategorized,1,Exposure/Dehydration,2017-04,04/17
42601,Mediterranean,2016-07-02,2016,Jul,13,4,17,11,,,,Drowning,sea,Off the Coast of Libya (left from Sabratha),"IOM Libya,Business News.com.tn","35.102507300000, 12.135376000000",Central Mediterranean,"http://bit.ly/29kl5BM, http://bit.ly/29daNEs, http://bit.ly/29Gwr3e",Northern Africa,4,Drowning,2016-07,07/16
44902,Mediterranean,2018-06-03,2018,Jun,1,0,1,,,1,,Drowning,sea,"Body recovered on Plage Sidi Rihane, near Aokas, Béjaïa - east of Algiers, Algeria",La Dépêche de Kabylie,"36.641705615056, 5.245392575671",Central Mediterranean,https://bit.ly/2trpRpc,Northern Africa,1,Drowning,2018-06,06/18
39230,Mediterranean,2014-02-27,2014,Feb,7,0,7,,,,,Drowning,sea,Libyan Coast,Libya herald,"33.159700000000, 15.183100000000",Central Mediterranean,http://bit.ly/1lvR4Ka,Uncategorized,1,Drowning,2014-02,02/14
39356,Mediterranean,2014-04-16,2014,Apr,8,1,9,5,2,,1,Drowning,sea,Turkey waters - en route to Greece,World Bulletin,"38.669208000000, 26.630888000000",Central Mediterranean,http://bit.ly/1qfNEkE,Uncategorized,1,Drowning,2014-04,04/14
39236,Mediterranean,2014-04-30,2014,Apr,0,40,40,1,,,,Drowning,sea,Coast of Libya,Relief Web,"34.370600000000, 14.172400000000",Central Mediterranean,http://bit.ly/1okLiQ5,Uncategorized,1,Drowning,2014-04,04/14
39237,Mediterranean,2014-05-02,2014,May,4,0,4,80,,,,Drowning,sea,Coast of Libya,Relief Web,"33.104500000000, 14.348100000000",Central Mediterranean,http://bit.ly/1okLiQ5,Uncategorized,1,Drowning,2014-05,05/14
39408,Mediterranean,2014-05-05,2014,May,22,7,29,36,,,,Drowning,sea,Waters near Greece,BBC,"37.848433000000, 27.111533000000",Central Mediterranean,http://bbc.in/1saJIBD,Uncategorized,1,Drowning,2014-05,05/14
39386,Mediterranean,2014-05-06,2014,May,44,33,77,53,,,,Drowning,sea,Coast of Libya,Relief Web/UNHCR,"32.680100000000, 15.996100000000",Central Mediterranean,http://bit.ly/1okLiQ5,Uncategorized,4,Drowning,2014-05,05/14
39388,Mediterranean,2014-05-12,2014,May,17,200,217,226,12,2,3,Drowning,sea,International waters between Libya and Italy,"ANSA Med, Relief Web, New York Times, UNHCR","34.708600000000, 15.666500000000",Central Mediterranean,"http://bit.ly/1mh7JHc, http://nyti.ms/2ANMpDY, http://www.unhcr.org/5371f0086.html",Uncategorized,3,Drowning,2014-05,05/14
39389,Mediterranean,2014-06-08,2014,Jun,4,0,4,,,,,Drowning,sea,Italian waters,The Guardian,"35.412500000000, 12.348600000000",Central Mediterranean,http://bit.ly/1qNxMp5,Uncategorized,1,Drowning,2014-06,06/14
39410,Mediterranean,2014-06-09,2014,Jun,3,2,5,0,,,,Drowning,sea,Italian waters,The Guardian,"36.493500000000, 13.667000000000",Central Mediterranean,http://bit.ly/1kal8el,Uncategorized,1,Drowning,2014-06,06/14
39411,Mediterranean,2014-06-14,2014,Jun,10,0,10,39,,,,Drowning,sea,Between Libya and Sicily,Reuters,"34.277500000000, 14.633800000000",Central Mediterranean,http://reut.rs/1qNxMVT,Uncategorized,1,Drowning,2014-06,06/14
39241,Mediterranean,2014-06-27,2014,Jun,0,240,240,0,,,,Drowning,sea,"TBC - boat went missing, not recovered",IOM Rome Office - Flavio Di Giacomo,"34.603300000000, 16.875000000000",Central Mediterranean,"",Uncategorized,4,Drowning,2014-06,06/14
39390,Mediterranean,2014-06-29,2014,Jun,2,4,6,,,4,,Drowning,sea,Unspecified location between North Africa and Italy. Survivors taken to Porto Empedocle in Sicily.,Yahoo! News,"36.183800000000, 12.623300000000",Central Mediterranean,https://au.news.yahoo.com/world/a/24373313/80-more-migrants-drown-in-latest-italy-boat-tragedy/,Uncategorized,1,Drowning,2014-06,06/14
39416,Mediterranean,2014-07-01,2014,Jul,0,75,75,27,,,,Drowning,sea,"Recued off Sicily; taken to Catania, Sicily",Yahoo! News,"36.431700000000, 15.831300000000",Central Mediterranean,http://yhoo.it/VJXUqq,Uncategorized,1,Drowning,2014-07,07/14
39364,Mediterranean,2014-07-06,2014,Jul,12,188,200,0,1,,2,Drowning,sea,Off the coast of Tripoli (capsized boat),Reuters,"32.961500000000, 13.088800000000",Central Mediterranean,http://bit.ly/1tj27A3,Uncategorized,1,Drowning,2014-07,07/14
39420,Mediterranean,2014-07-12,2014,Jul,12,0,12,,,,,Drowning,sea,"Bodies found on coast near Tripoli, Libya",IANS,"32.951100000000, 13.204200000000",Central Mediterranean,http://bit.ly/1owlyg0,Uncategorized,1,Drowning,2014-07,07/14
39421,Mediterranean,2014-07-14,2014,Jul,1,109,110,12,1,,,Drowning,sea,40 miles off the coast of Libya,UNHCR,"33.656400000000, 14.589800000000",Central Mediterranean,http://bit.ly/1sWPpWs,Uncategorized,4,Drowning,2014-07,07/14
39422,Mediterranean,2014-07-17,2014,Jul,3,0,3,90,,,,Drowning,sea,"Just off the coast of Garabulli, Libya",Al-Arab Online,"32.834300000000, 13.719200000000",Central Mediterranean,http://bit.ly/1zPFO5S,Uncategorized,1,Drowning,2014-07,07/14
39391,Mediterranean,2014-07-17,2014,Jul,0,41,41,61,,,,Drowning,sea,"30 miles off the coast of Tripoli, Libya",The Daily Star,"33.242300000000, 13.120400000000",Central Mediterranean,http://bit.ly/1sqWRpz,Uncategorized,1,Drowning,2014-07,07/14
39423,Mediterranean,2014-07-19,2014,Jul,3,0,3,104,,,,Drowning,sea,"Off the Libyan coast, northeast of Tripoli",World Bulletin,"33.444200000000, 14.238300000000",Central Mediterranean,http://bit.ly/1mJh3OD,Uncategorized,1,Drowning,2014-07,07/14
39365,Mediterranean,2014-07-19,2014,Jul,2,53,55,1,,,,Drowning,sea,"off the coast of Kafr el-Sheikh governorate, Egypt",Zee News,"31.581800000000, 30.671100000000",Central Mediterranean,http://bit.ly/1rDmowj,Uncategorized,1,Drowning,2014-07,07/14
39424,Mediterranean,2014-07-21,2014,Jul,5,14,19,61,,,,Drowning,sea,South of Sicily,Malta Today,"36.355700000000, 14.084500000000",Central Mediterranean,http://bit.ly/1kPk5Bh,Uncategorized,1,Drowning,2014-07,07/14
39394,Mediterranean,2014-07-28,2014,Jul,20,108,128,22,,,,Drowning,sea,"60 miles off the coast of Al Khums, Libya",ANSAMed,"34.466600000000, 13.579100000000",Central Mediterranean,http://www.ansamed.info/ansamed/en/news/sections/generalnews/2014/07/30/shipwreck-off-libya-20-dead-and-dozens-missing_eff2b88f-dd09-429a-8657-616223095d74.html,Uncategorized,1,Drowning,2014-07,07/14
39358,Mediterranean,2014-08-05,2014,Aug,2,170,172,200,1,,1,Drowning,sea,50 miles off Libyan coast,IOM Rome Office,"33.499179000000, 15.490763000000",Central Mediterranean,"",Uncategorized,4,Drowning,2014-08,08/14
39427,Mediterranean,2014-08-24,2014,Aug,18,8,26,73,,26,,Drowning,sea,Central Med,IOM Rome and Yahoo! News,"35.282300000000, 15.875200000000",Central Mediterranean,http://yhoo.it/1rsNKbN,Uncategorized,4,Drowning,2014-08,08/14
39395,Mediterranean,2014-08-24,2014,Aug,170,81,251,19,,,1,Drowning,sea,"Off shores of al-Qarbouli, 50km east of Tripoli","Aljazeera, Telegraph, IOM, UNHCR","32.921200000000, 13.765900000000",Central Mediterranean,"http://bit.ly/1vYmAHV, http://bit.ly/1q1nsv3",Uncategorized,4,Drowning,2014-08,08/14
39428,Mediterranean,2014-08-25,2014,Aug,24,0,24,364,,,,Drowning,sea,Unspecified location between North Africa and Italy.,IOM Rome and UNCHR,"34.567100000000, 14.062500000000",Central Mediterranean,http://www.unhcr.org/53fc58969.html,Uncategorized,4,Drowning,2014-08,08/14
39359,Mediterranean,2014-08-29,2014,Aug,42,0,42,,8,,5,Drowning,sea,Tunisian sea near maritime border with Libya,AFP,"33.511100000000, 11.865200000000",Central Mediterranean,http://bit.ly/1ox76Vp,Uncategorized,1,Drowning,2014-08,08/14
39429,Mediterranean,2014-08-31,2014,Aug,0,100,100,,,,,Drowning,sea,"Off the shore of al-Qarbouli, Libya",Press Association,"32.887900000000, 13.709600000000",Central Mediterranean,http://bit.ly/1CfRXCk,Uncategorized,1,Drowning,2014-08,08/14
39440,Mediterranean,2014-09-01,2014,Sep,10,33,43,55,,,,Drowning,sea,Off coast of Libya,UNHCR News Today,"33.605300000000, 16.968400000000",Central Mediterranean,http://bit.ly/1qZeYpE,Uncategorized,4,Drowning,2014-09,09/14
39434,Mediterranean,2014-09-01,2014,Sep,70,94,164,36,,,1,Drowning,sea,"Off coast of Libya, near Tajoura","IOM, Italian Coast Guard, Al Wasat","33.504800000000, 13.870200000000",Central Mediterranean,"http://bit.ly/X7sOsLp, http://bit.ly/X7sOsL",Uncategorized,5,Drowning,2014-09,09/14
39367,Mediterranean,2014-09-21,2014,Sep,3,497,500,10,,,,Drowning,sea,Unspecified location between Libya and Italy,IOM Italy,"33.906900000000, 14.414100000000",Central Mediterranean,"http://bit.ly/YLO09p, http://bit.ly/1pgJfts",Uncategorized,4,Drowning,2014-09,09/14
39433,Mediterranean,2014-09-23,2014,Sep,2,16,18,12,,,1,Drowning,sea,300 Miles SE of Malta,Il Fatto Cronaca,"34.985300000000, 16.106000000000",Central Mediterranean,http://bit.ly/1u0o4zU,Uncategorized,1,Drowning,2014-09,09/14
39366,Mediterranean,2014-09-25,2014,Sep,15,73,88,72,,,,Drowning,sea,Off coast of Alexandria,Palestinian News Network,"31.525300000000, 29.686400000000",Central Mediterranean,http://bit.ly/1wwpzuk,Uncategorized,1,Drowning,2014-09,09/14
39437,Mediterranean,2014-10-05,2014,Oct,0,20,20,93,,,,Drowning,sea,Coast of Libya,Mail Online and IOM Rome,"31.922400000000, 16.523400000000",Central Mediterranean,http://dailym.ai/1EczOFt,Uncategorized,4,Drowning,2014-10,10/14
39398,Mediterranean,2014-10-17,2014,Oct,10,85,95,85,,,,Drowning,sea,Off cost of Libya (3 nautical miles off Guarabouli),AFP,"33.596300000000, 14.633800000000",Central Mediterranean,http://yhoo.it/1rPZZgV,Uncategorized,1,Drowning,2014-10,10/14
39399,Mediterranean,2014-11-23,2014,Nov,0,6,6,,,,,Drowning,sea,Between Libya and Italy,IOM Italy,"36.315100000000, 12.919900000000",Central Mediterranean,"",Uncategorized,4,Drowning,2014-11,11/14
39400,Mediterranean,2014-11-24,2014,Nov,0,12,12,,,,,Drowning,sea,Between Libya and Italy,IOM Italy,"35.924600000000, 13.161600000000",Central Mediterranean,"",Uncategorized,4,Drowning,2014-11,11/14
39441,Mediterranean,2014-12-30,2014,Dec,4,0,4,,,,,Drowning,sea,"Bodies recovered near Zarzia and Ben Gardane, Tunsia",IOM Tunisia,"33.482565000000, 11.109411000000",Central Mediterranean,"",Uncategorized,4,Drowning,2014-12,12/14
39361,Mediterranean,2014-12-31,2014,Dec,0,2,2,,,,,Drowning,sea,Greece to Italy,Saudi Press Agency,"39.977100000000, 19.050300000000",Central Mediterranean,"",Uncategorized,1,Drowning,2014-12,12/14
39443,Mediterranean,2014-12-31,2014,Dec,5,0,5,,,1,,Drowning,sea,Unspecified location between North Africa and Italy,ANSA English,"34.813800000000, 13.710900000000",Central Mediterranean,http://bit.ly/1xdZY9w,Uncategorized,1,Drowning,2014-12,12/14
40311,Mediterranean,2015-01-16,2015,Jan,9,36,45,27,,,,Drowning,sea,"Off the coast of Zliten, Libya",Almanar News,"36.810331300000, 27.271263900000",Central Mediterranean,http://bit.ly/1xsyut2,Uncategorized,1,Drowning,2015-01,01/15
40312,Mediterranean,2015-01-22,2015,Jan,1,20,21,86,,21,,Drowning,sea,"Off the coast of Mellieha, Malta",Times of Malta.com,"35.272947000000, -2.924594000000",Central Mediterranean,http://bit.ly/2jTwUTF,Uncategorized,1,Drowning,2015-01,01/15
40319,Mediterranean,2015-02-09,2015,Feb,0,307,307,9,,,,Drowning,sea,Between Libya and Lampedusa,IOM Italy from Flavio 29/04/2015,"34.361600000000, 12.985800000000",Central Mediterranean,http://bit.ly/198N7fX,Uncategorized,4,Drowning,2015-02,02/15
40325,Mediterranean,2015-03-03,2015,Mar,10,40,50,941,,,,Drowning,sea,Channel of Sicily,IOM Italy,"36.031300000000, 13.359400000000",Central Mediterranean,"http://dailym.ai/1DAANlG, http://bit.ly/1Bp2SWy",Uncategorized,4,Drowning,2015-03,03/15
40335,Mediterranean,2015-03-19,2015,Mar,3,0,3,84,,,,Drowning,sea,"Zarzis, Tunisa",IOM Tunisia,"33.504103500000, 11.088149400000",Central Mediterranean,"",Uncategorized,4,Drowning,2015-03,03/15
40339,Mediterranean,2015-04-10,2015,Apr,2,0,2,129,1,1,,Drowning,sea,"Unspecified location off the coast of Kafr el-Sheikh, Egypt",Global Post,"31.106319800000, 30.941975100000",Central Mediterranean,http://bit.ly/1FEvuCG,Uncategorized,1,Drowning,2015-04,04/15
40341,Mediterranean,2015-04-13,2015,Apr,9,391,400,144,,,,Drowning,sea,80 miles off the Libyan coasts,IOM Italy from Flavio 29/04/2015,"36.173400000000, 17.572607000000",Central Mediterranean,http://bit.ly/1H7aT96,Uncategorized,4,Drowning,2015-04,04/15
40534,Mediterranean,2015-04-16,2015,Apr,0,12,12,15,,,,Drowning,sea,Unspecified location between Libya and Italy,Al Jazeera and IOM Rome,"35.746500000000, 14.414100000000",Central Mediterranean,http://bit.ly/1E7QmCi,Uncategorized,4,Drowning,2015-04,04/15
40344,Mediterranean,2015-04-16,2015,Apr,0,41,41,4,,41,,Drowning,sea,Unspecified location between Libya and Italy,IOM Italy,"34.885900000000, 14.414100000000",Central Mediterranean,http://bbc.in/1FYdROo,Uncategorized,4,Drowning,2015-04,04/15
40345,Mediterranean,2015-04-18,2015,Apr,750,272,1022,28,,,,Drowning,sea,"120 miles south of Lampedusa, 110 kilometers north of Libya (almost 70 miles)",ICRC,"35.030000000000, 14.677700000000",Central Mediterranean,http://bit.ly/1Oa2qYi,Uncategorized,4,Drowning,2015-04,04/15
40349,Mediterranean,2015-05-02,2015,May,3,0,3,31,,,,Drowning,sea,"Off the coast of Beheira’s Edku city, Egypt",Ahram Online,"31.299627700000, 30.292163700000",Central Mediterranean,http://bit.ly/1brfBSA,Uncategorized,1,Drowning,2015-05,05/15
40540,Mediterranean,2015-05-02,2015,May,10,0,10,,,,,Drowning,sea,Various - Central Med (off Libya),BBC,"31.594035217005, 18.109550500000",Central Mediterranean,http://bbc.in/1QcE8e3,Uncategorized,1,Drowning,2015-05,05/15
40535,Mediterranean,2015-05-04,2015,May,5,41,46,91,,46,,Drowning,sea,Between Libya and Italy/Malta. Rescued by Maltese ship,IOM Rome also see BBC,"36.391620500000, 14.349836900000",Central Mediterranean,http://bbc.in/1OX7XSF,Uncategorized,4,Drowning,2015-05,05/15
40352,Mediterranean,2015-05-23,2015,May,5,0,5,49,,,,Drowning,sea,Teboulba,Business Stanard,"35.643960100000, 10.946793900000",Central Mediterranean,http://www.business-standard.com/article/pti-stories/5-italy-bound-tunisian-migrants-drown-49-rescued-in-med-115052300647_1.html,Uncategorized,1,Drowning,2015-05,05/15
40354,Mediterranean,2015-05-25,2015,May,5,0,5,25,,,,Drowning,sea,"off coast of Kafr el-Sheikh, Egypt",Le Figaro,"38.324300000000, 26.288780000000",Central Mediterranean,http://bit.ly/1AqSSCy,Uncategorized,1,Drowning,2015-05,05/15
40357,Mediterranean,2015-06-17,2015,Jun,3,0,3,,,3,,Drowning,sea,"",IOM Italy,"34.981478400000, 23.490953900000",Central Mediterranean,"",Uncategorized,4,Drowning,2015-06,06/15
40538,Mediterranean,2015-07-09,2015,Jul,12,0,12,106,4,,,Drowning,sea,About 40 miles north of Libya,"IOM Italy, Reuters","37.779414000000, 26.353410000000",Central Mediterranean,http://reut.rs/1M3kAIt,Uncategorized,4,Drowning,2015-07,07/15
40363,Mediterranean,2015-07-09,2015,Jul,9,0,9,,1,8,,Drowning,sea,"Off the coast of Ben Guerdane, southern Tunisia",IOM Tunisia and The Local,"31.653400000000, 31.289100000000",Central Mediterranean,http://bit.ly/1G6D5Em,Uncategorized,4,Drowning,2015-07,07/15
40364,Mediterranean,2015-07-15,2015,Jul,100,0,100,,,,,Drowning,sea,"Tajoura, 10 km east of Tripoli",Migrant Report,"32.865295722001, 13.092461346875",Central Mediterranean,http://bit.ly/1SkzR7f,Uncategorized,1,Drowning,2015-07,07/15
40368,Mediterranean,2015-07-23,2015,Jul,40,0,40,,,,,Drowning,sea,Off the coast of Libya,Press TV,"34.234500000000, 14.743700000000",Central Mediterranean,http://www.presstv.ir/Detail/2015/07/23/421569/migrants-dead-Libya-coast-Mediterranean-Europe,Uncategorized,1,Drowning,2015-07,07/15
